,Unnamed: 0,Title,Search,Location,Company,detail_url
156,269,"Data Scientist, Machine Learning",Data+scientist,"San Francisco, CA",        Recurly,/rc/clk?jk=2dbaa2d439a4e3ab&fccid=ac1009e3b2f755f3&vjs=3
157,277,Data Scientist - Inventory Forecasting and Health,Data+scientist,"San Francisco, CA",        Stitch Fix,/rc/clk?jk=8fcd3683cb40fe27&fccid=1c70eede37c5caee&vjs=3
158,278,Data Scientist,Data+scientist,"San Francisco, CA",        Sentient,/rc/clk?jk=fd71fdc0fdcd775c&fccid=6787fdf50ed71fcd&vjs=3
159,279,BioMedical Data Scientist,Data+scientist,"San Francisco, CA",        Medal,/rc/clk?jk=0c171ac6d747827e&fccid=69c3ec60e8f43edc&vjs=3
160,280,Staff Data Scientist,Data+scientist,"San Francisco, CA 94108 (Financial District area)",        Vida,/rc/clk?jk=fffeea245974fa61&fccid=217bc2676cf508aa&vjs=3
161,282,Data Scientist,Data+scientist,"Walnut Creek, CA",        Photon Infotech,/company/Photon-Infotech/jobs/Data-Scientist-b4eca075539f2ca5?fccid=73e79a16a355771f&vjs=3
162,283,Signal processing and data scientist,Data+scientist,"San Francisco, CA 94107 (South Of Market area)",        GraphWear Technologies Inc.,/company/GraphWear-Technologies-Inc./jobs/Signal-Processing-Data-Scientist-446c0a2d807a7a65?fccid=755eaedcd269b832&vjs=3
163,284,Data Scientist - Rider Growth,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Uber,/rc/clk?jk=630f074f791bb58e&fccid=f766f8bfbc3effb7&vjs=3
164,288,"Data Scientist, Product Analytics",Data+scientist,"San Francisco, CA",        AdRoll Group,/rc/clk?jk=3c9897a5ac52235e&fccid=4e83298181e478a9&vjs=3
165,289,Data Scientist,Data+scientist,"San Francisco, CA",        Scaleapi,/rc/clk?jk=babedfdfdf9a540c&fccid=55ebd28e88790c63&vjs=3
166,290,Data Scientist,Data+scientist,"San Mateo, CA",        Fanatics Inc.,/rc/clk?jk=0e1f0eea18ce75cc&fccid=316c778b7bc10b48&vjs=3
167,292,Data Journalist,Data+scientist,"San Francisco, CA",        Hoodline,/company/Hoodline/jobs/Data-Journalist-34c20c17eb74db6b?fccid=c2f2e84f7e0cab11&vjs=3
168,293,DATA SCIENTIST,Data+scientist,"San Francisco, CA",        Academia.edu,/rc/clk?jk=f3c1dc8e8cb2a3fb&fccid=073ed668c4fe60d2&vjs=3
169,294,Data Scientist,Data+scientist,"San Francisco, CA",        Brightidea,/rc/clk?jk=92bdc8c874b38ae0&fccid=34e432285076b351&vjs=3
170,296,Data Scientist,Data+scientist,"San Francisco, CA 94104 (Financial District area)",        Metabiota,/rc/clk?jk=61913dda7086dada&fccid=5de0327f3a397d55&vjs=3
171,302,Product Data Scientist,Data+scientist,"San Francisco, CA",        King.com,/rc/clk?jk=a3ed92a0e90c643c&fccid=5f2cea8400b4965b&vjs=3
172,303,Machine Learning Engineer,Data+scientist,"San Francisco, CA",        Aura Health,/rc/clk?jk=72b09056b9b2cfeb&fccid=98d8376fe7e41607&vjs=3
173,304,UR - Data Science Intern,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Asana,/rc/clk?jk=f918ee6b8466fb70&fccid=d8a3d3d4facd48a5&vjs=3
174,305,Data Scientist - Fall Intern,Data+scientist,"San Francisco, CA",        Yelp,/rc/clk?jk=dd3698060602683f&fccid=0e94073a1c937bd1&vjs=3
175,306,"Data Scientist 4, Words with Friends",Data+scientist,"San Francisco, CA",        Zynga,/rc/clk?jk=f77d58461e20550a&fccid=f379417fa48d0010&vjs=3
176,307,Product Data Scientist,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Twitter,/rc/clk?jk=b008f080f42e5f3e&fccid=7a3824693ee1074b&vjs=3
177,308,Data Scientist,Data+scientist,"San Francisco, CA",        Samba TV,/rc/clk?jk=c2ccb97592b91e6f&fccid=1b1ea228444c6924&vjs=3
178,311,Senior Data & Applied Scientist,Data+scientist,"San Francisco, CA",        Microsoft,/rc/clk?jk=8cc9aad6f142824a&fccid=734cb5a01ee60f80&vjs=3
179,322,Data Scientist,Data+scientist,"New York, NY",        Biz2Credit Inc.,/company/biz2credit/jobs/Data-Scientist-761eb2ae63b51480?fccid=0178b390b3954a57&vjs=3
180,323,Data Scientist,Data+scientist,"New York, NY",        Ollie,/rc/clk?jk=40aff5a2fa8c5b25&fccid=34568c0580320622&vjs=3
181,324,Junior Data Scientist,Data+scientist,"New York, NY 10176 (Murray Hill area)",        Dow Jones,/rc/clk?jk=4769b53c33286f2e&fccid=d2621f51dde471d3&vjs=3
182,325,Junior Data Scientist,Data+scientist,"New York, NY 10155 (Midtown area)",        HOMER,/rc/clk?jk=dbab22c906a9a78a&fccid=04b6faee0d672032&vjs=3
183,326,Data Scientist,Data+scientist,"New York, NY","        ERGO Interactive, Inc.","/company/ERGO-Interactive,-Inc./jobs/Data-Scientist-99a50858decc8a45?fccid=cb5a5f585c236176&vjs=3"
184,327,"Data Scientist, Intern (2019)",Data+scientist,"New York, NY",        1010data,/rc/clk?jk=dd66ad0c6e7f0f75&fccid=d13636a017afad9c&vjs=3
185,328,Data Scientist,Data+scientist,"New York, NY",        BuzzFeed,/rc/clk?jk=f44601e0c0267ce1&fccid=aadc8cd1bc50c192&vjs=3
186,329,Data Scientist,Data+scientist,"New York, NY 10013 (Tribeca area)",        AdTheorent,/company/AdTheorent/jobs/Data-Scientist-2a7cc180db293153?fccid=686bd4f878150fd5&vjs=3
187,330,Data Scientist,Data+scientist,"New York, NY",        Rent the Runway,/rc/clk?jk=171566291d439083&fccid=bd77e92c73ca8df3&vjs=3
188,331,Junior Data Scientist,Data+scientist,"New York, NY",        Interactive Brokers,/rc/clk?jk=df5d102963fa0151&fccid=6602679598abef38&vjs=3
189,339,Senior Data Scientist,Data+scientist,"New York, NY 10018 (Clinton area)",        Octane Lending,/rc/clk?jk=53d760b7b8278adc&fccid=3235588c6de49721&vjs=3
190,340,Data Scientist,Data+scientist,"Manhattan, NY",        NewYork-Presbyterian Hospital,/rc/clk?jk=c07a93d17aa5c592&fccid=4d5d694743c295fc&vjs=3
191,341,Data Scientist,Data+scientist,"New York, NY",        Wade & Wendy,/rc/clk?jk=f53bce192ce48494&fccid=163fc1e8f2ac4e32&vjs=3
192,342,Data Scientist,Data+scientist,"Manhattan, NY",        Infomatics corp,/company/infomatics-corp/jobs/Data-Scientist-f0ea78fee4946ae0?fccid=71f1b5279a2c6848&vjs=3
193,343,Data Analyst / Data Scientist,Data+scientist,"New York, NY",        Defined Clarity,/rc/clk?jk=e6fd721f45b005b8&fccid=fd3bad61fc50422e&vjs=3
194,344,Jr. Data Scientist,Data+scientist,"Buffalo, NY 14203",        SomaDetect,/company/SomaDetect/jobs/Junior-Data-Scientist-d060ff84a0b85adf?fccid=cbf79dd0666124ef&vjs=3
195,345,Data Scientist,Data+scientist,"Valhalla, NY",        05 Ascensia Diabetes Care US Inc.,/rc/clk?jk=b761d85add26d8f6&fccid=36a40b2d021c0d75&vjs=3
196,346,Junior Data Scientist/Quant Developer,Data+scientist,"New York, NY",        Liquidnet,/rc/clk?jk=d7680d678c00caf9&fccid=8288755c1d73f5f0&vjs=3
197,347,Data Scientist,Data+scientist,"New York, NY",        HotelTonight,/rc/clk?jk=291e4f993f99e999&fccid=e5b6b3bcf1a25114&vjs=3
198,348,Data Scientist,Data+scientist,"New York, NY 10022 (Midtown area)",        Intercontinental Exchange,/rc/clk?jk=533390bac654f181&fccid=306f81e1483f7d82&vjs=3
199,355,Data Scientist,Data+scientist,"New York, NY 10017 (Midtown area)",        Zadig Global,/company/Zadig-Global/jobs/Data-Scientist-b2397eca3cf79b79?fccid=f3ad674baac30ced&vjs=3
200,357,DATA SCIENTIST / ANALYST,Data+scientist,"New York, NY",        Tangent Data Services,/rc/clk?jk=76447e24b89ff297&fccid=7340ed1d5880e05f&vjs=3
201,358,CLINICAL DATA SCIENTIST,Data+scientist,"Rochester, NY",        Patient I.P,/rc/clk?jk=3c81b23b8962a685&fccid=f5a03abfb1a5964d&vjs=3
202,359,NLP Data Scientist,Data+scientist,"New York, NY",        Wade & Wendy,/rc/clk?jk=8c2030a7f45d8a88&fccid=163fc1e8f2ac4e32&vjs=3
203,360,Data Scientist,Data+scientist,"New York, NY",        Capgemini,/rc/clk?jk=2d94a55e590a88ae&fccid=105ecfd0283f415f&vjs=3
204,361,Data Scientist with Python,Data+scientist,"Jackson Heights, NY 11372",        Kaiser Tech Inc,/company/Kaisertech-Inc/jobs/Data-Scientist-Python-221ea7b5608dcacc?fccid=c0c34ace5ff2c458&vjs=3
205,363,Data Scientist,Data+scientist,"New York, NY",        Fraank Systems,/company/Fraank-Systems/jobs/Data-Scientist-0ddaf8743c4a2ede?fccid=35b6f6b34775cba2&vjs=3
206,364,PMC: Data Scientist,Data+scientist,"New York, NY 10017 (Midtown area)",        Penske Media Corp.,/rc/clk?jk=02d9d47dd94e3997&fccid=4083e626b4e1171b&vjs=3
207,372,Data Scientist,Data+scientist,"New York, NY 10001 (Chelsea area)",        Uphold,/rc/clk?jk=d2b3bec6f8463a21&fccid=0a532b988c245368&vjs=3
208,373,Data Scientist,Data+scientist,"New York, NY",        National Debt Relief,/rc/clk?jk=39fba3ef2be8e05a&fccid=27ddc4a519a697f9&vjs=3
209,374,Data Scientist,Data+scientist,"New York, NY 10016 (Gramercy area)",        Aetna,/rc/clk?jk=f096333437c5eed4&fccid=7077d7e88049c02a&vjs=3
210,375,"Data Scientist, Engineering",Data+scientist,"New York, NY 10011 (Chelsea area)",        Google,/rc/clk?jk=711724ce933bc986&fccid=a5b4499d9e91a5c6&vjs=3
211,376,Data Scientist,Data+scientist,"New York, NY",        Interactive Brokers,/rc/clk?jk=61a8ee72682fc5bb&fccid=6602679598abef38&vjs=3
212,377,Data Scientist,Data+scientist,"New York, NY",        Ipsos North America,/rc/clk?jk=b4506c2f62b989f2&fccid=d73294b71d7f0354&vjs=3
213,378,Data Scientist,Data+scientist,"Melville, NY",        Jackson Lewis P.C,/company/Jackson-Lewis-P.C/jobs/Data-Scientist-fddca92e33089628?fccid=73968dccd71b6ef5&vjs=3
214,379,Data Scientist,Data+scientist,"Brooklyn, NY 11201",        Nacci,/company/Nacci/jobs/Data-Scientist-6182fd3babe802cf?fccid=b83954ecc4b54cbb&vjs=3
215,381,Data Scientist,Data+scientist,"New York, NY",        BARK,/rc/clk?jk=ca63624044b46a19&fccid=d27e65e2288cfeac&vjs=3
216,385,Data Scientist Intern,Data+scientist,"New York, NY",        The New York Times,/rc/clk?jk=27dfcc317cd9cb5e&fccid=1b50fcfb150b1b48&vjs=3
217,389,Data Scientist,Data+scientist,"New York, NY",        Daily Harvest,/rc/clk?jk=472703c77759c8fa&fccid=27cef24446eb0bc4&vjs=3
218,390,Data Scientist - Junior,Data+scientist,"Purchase, NY",        Atos,/rc/clk?jk=6491dd8131fa67b6&fccid=ee6a99db163236c2&vjs=3
219,391,Data Scientist,Data+scientist,"New York, NY",        Phreesia,/rc/clk?jk=ac7f155bf7ec1e75&fccid=ba70b621d4301067&vjs=3
220,392,Data Scientist,Data+scientist,"New York, NY 10261 (Murray Hill area)",        qualifIQ,/rc/clk?jk=682031f36886b94c&fccid=86d12762d14a483e&vjs=3
221,393,Data Scientist,Data+scientist,"New York, NY",        Dirty Lemon Beverages,/rc/clk?jk=9b59c73b0673a9b4&fccid=484e00e59149cd78&vjs=3
222,394,Data Scientist,Data+scientist,"New York, NY",        HVH Precision Analytics,/company/HVH-Precision-Analytics/jobs/Data-Scientist-4a7a316284aa2cf4?fccid=a418fc103a77158a&vjs=3
223,403,Data Scientist,Data+scientist,"New York, NY 10002 (Lower East Side area)",        IBM,/rc/clk?jk=a82bc650695ed9ff&fccid=de71a49b535e21cb&vjs=3
224,404,Sr. Data Scientist,Data+scientist,"Jackson Heights, NY 11372",        Kaiser Tech Inc,/company/Kaisertech-Inc/jobs/Senior-Data-Scientist-f2458fb6643efa2b?fccid=c0c34ace5ff2c458&vjs=3
225,405,Senior Data Scientist,Data+scientist,"New York, NY",        Envisagenics,/company/Envisagenics/jobs/Senior-Data-Scientist-1da84afa566cd446?fccid=cda6a02fb43e82dc&vjs=3
226,406,Data Scientist,Data+scientist,"New York, NY",        Direct Client,/company/Direct-Client/jobs/Data-Scientist-fee631eb30952eeb?fccid=fabf9b3643710321&vjs=3
227,408,Data Scientist,Data+scientist,"New York, NY 10003 (Greenwich Village area)",        Integral Ad Science,/rc/clk?jk=d93a21be028cf866&fccid=1dc32badf02d6835&vjs=3
228,409,Marketing Data Scientist,Data+scientist,"New York, NY 10016 (Gramercy area)",        qualifIQ,/company/qualifIQ/jobs/Marketing-Data-Scientist-059d6d3b2a51049b?fccid=86d12762d14a483e&vjs=3
229,410,Data Scientist - Financial Services,Data+scientist,"New York, NY",        Scienaptic Systems Inc,/company/Scienaptic-Systems/jobs/Data-Scientist-fdccf6dee49f1b1e?fccid=54ec67e206f13fdb&vjs=3
230,417,Summer Internship – Data Scientist,Data+scientist,"New York, NY",        Lazard Ltd.,/rc/clk?jk=0c2e023516bf708b&fccid=f16b975bd9c56fcd&vjs=3
231,418,Machine Learning Data Scientist,Data+scientist,"New York, NY 10005 (Financial District area)",        Murmuration,/rc/clk?jk=f3b2bab7bba76688&fccid=07d11ae346195fc9&vjs=3
232,419,Data Scientist,Data+scientist,"New York, NY",        Custoria,/rc/clk?jk=bc9044b6db25ffcb&fccid=88e63964e5344963&vjs=3
233,420,2019 PhD Data Scientist Internship - UberEverything - New Yo...,Data+scientist,"New York, NY 10018 (Clinton area)",        Uber,/rc/clk?jk=cddbdc70a46df75d&fccid=f766f8bfbc3effb7&vjs=3
234,422,Data Scientist,Data+scientist,"Latham, NY",        UL LLC,/rc/clk?jk=ce8af1653180995a&fccid=353853af3b99ac74&vjs=3
235,423,Data Scientist,Data+scientist,"New York, NY",        comScore,/rc/clk?jk=fa466e209c425917&fccid=b39fb6f124ce8586&vjs=3
236,424,"US Data Scientist, Pet Nutrition - Mars Petcare",Data+scientist,"New York, NY",        Mars,/rc/clk?jk=39b7606dbfd10554&fccid=6f49e88f14c18b75&vjs=3
237,425,"Data Scientist, Analytics",Data+scientist,"New York, NY",        Slack,/rc/clk?jk=3220345942a1625f&fccid=8d0ce3817d129779&vjs=3
238,432,Data Scientist,Data+scientist,"New York, NY",        Net-Consultants,/company/Net--Consultants/jobs/Data-Scientist-ecd33c6546d6fc48?fccid=51434617a3cbb65f&vjs=3
239,433,Data Scientist,Data+scientist,"New York, NY",        TBWA\Chiat\Day,/rc/clk?jk=9d9e8681cb9dce69&fccid=dc461f3a0cfc5bbb&vjs=3
240,434,Data Scientist,Data+scientist,"New York, NY",        7Park Data,/rc/clk?jk=0f91e3748f34b3e9&fccid=30483f79c3e7ba64&vjs=3
241,435,Data Scientist II,Data+scientist,"Rochester, NY 14623",        Paychex Inc.,/rc/clk?jk=dd59519ee1f70c49&fccid=1c06920c338c6e1e&vjs=3
242,436,Data Scientist,Data+scientist,"New York, NY",        Datadog,/rc/clk?jk=89419fed5fce9fe6&fccid=448951d0ddf03e0c&vjs=3
243,438,Data Scientist,Data+scientist,"New York, NY 10010 (Gramercy area)",        3Q Digital,/company/3Q-Digital/jobs/Data-Scientist-87097c5f2395b1c9?fccid=219fa9cc595fffe0&vjs=3
244,439,Data Scientist,Data+scientist,"New York, NY",        Hearts and Science,/rc/clk?jk=5bbb0e5e08de5ecd&fccid=d1d9a6d98647aab4&vjs=3
245,440,Data Scientist,Data+scientist,"New York, NY","        Discovery Communications, LLC",/rc/clk?jk=3457cfd45aee0e4b&fccid=f17180ffbe436a3c&vjs=3
246,441,"Data Scientist, Product",Data+scientist,"New York, NY 10014 (West Village area)",        Squarespace,/rc/clk?jk=5e889e7a8684a9ed&fccid=10c1f2532daaed15&vjs=3
247,448,Data Scientist (NYC),Data+scientist,"New York, NY 10018 (Clinton area)",        DonorsChoose.org,/rc/clk?jk=553df36b7ebc646c&fccid=3e14e3d3750f300e&vjs=3
248,449,"Data Scientist, Analytics",Data+scientist,"New York, NY",        Facebook,/rc/clk?jk=ce4d3f052857dbd8&fccid=1639254ea84748b5&vjs=3
249,450,Data Scientist,Data+scientist,"New York, NY",        Dataminr,/rc/clk?jk=fbdba645073afe61&fccid=181ae1a6390e21b5&vjs=3
250,451,Property Casualty Data Scientist Predictive Modeler #81886,Data+scientist,"New York, NY",        Ezra Penland Actuarial Recruitment,/company/Ezra-Penland-Actuarial-Recruitment/jobs/Property-Casualty-Data-Scientist-Predictive-Modeler-a42288e5084153a5?fccid=d8d7d6e14d4f09a5&vjs=3
251,452,Data Scientist — Predictive Analytics,Data+scientist,"New York, NY",        Gallup,/rc/clk?jk=0f577f72b619389d&fccid=e198e2c44e180800&vjs=3
252,453,Data Scientist,Data+scientist,"New York, NY",        Vettery,/rc/clk?jk=a2f7a999c809ec85&fccid=7f8b9d8c8a5d8a90&vjs=3
253,454,Data Scientist Intern,Data+scientist,"Armonk, NY 10504",        IBM,/rc/clk?jk=f41b0ee76cebe5f9&fccid=de71a49b535e21cb&vjs=3
254,455,"Data Scientist, Analytics",Data+scientist,"New York, NY",        Venmo,/rc/clk?jk=26da8189c0a9e7c9&fccid=6c5992ae26848336&vjs=3
255,456,Data Analyst/Scientist,Data+scientist,"New York, NY",        Blue Mesa Health,/rc/clk?jk=eb1b72bb7ba3af97&fccid=15bf0d913760cb97&vjs=3
256,457,Data Scientist,Data+scientist,"New York, NY",        Intent Media,/rc/clk?jk=27370ed8b7661186&fccid=b48c1ad7c88be1fe&vjs=3
257,463,Data Scientist- No sponsorship,Data+scientist,"New York, NY",        Engage Partners,/company/Engage-Partners/jobs/Data-Scientist-d2c853d473b8af1c?fccid=c36cbbcfca20ce4f&vjs=3
258,464,Data Scientist,Data+scientist,"New York, NY",        The CARIAN Group,/rc/clk?jk=7afcce04b703558f&fccid=a099cb1ec5babc52&vjs=3
259,465,"Data Scientist, Magellan Presales",Data+scientist,"New York, NY",        OpenText,/rc/clk?jk=b92ce72ccdca4151&fccid=c908408e676247d6&vjs=3
260,466,Data Scientist,Data+scientist,"New York, NY",        American Express,/rc/clk?jk=22a3447d5a920f7d&fccid=f057e04c37cca134&vjs=3
261,467,Data Scientist,Data+scientist,"New York, NY",        Komodo Health,/rc/clk?jk=8381039b72c38ab4&fccid=086cb533b5438773&vjs=3
262,468,Data Scientist,Data+scientist,"New York, NY",        Simon Data,/rc/clk?jk=f13da4de884a7982&fccid=e5beef578c47da84&vjs=3
263,469,Venture Capital Analyst - Data Scientist,Data+scientist,"New York, NY 10017 (Midtown area)",        Simon Property Group,/rc/clk?jk=06e69bd8fcf74446&fccid=eb4ae6f45d2f0261&vjs=3
264,470,"Data Scientist, Analytics",Data+scientist,"New York, NY",        TripleLift,/rc/clk?jk=6e53b2b33a304505&fccid=0cd4689d9718cc15&vjs=3
265,472,"Data Scientist, Markets Research",Data+scientist,"New York, NY 10011 (Chelsea area)",        Spotify,/rc/clk?jk=aa89e9e6cb5efc1d&fccid=fe404d18bb9eef1e&vjs=3
266,482,Data Scientist,Data+scientist,"Philadelphia, PA 19103 (Belmont area)","        Computer Enterprises, Inc. (CEI)","/company/Computer-Enterprises,-Inc.-(CEI)/jobs/Data-Scientist-a5b94a9ccc7dc9c4?fccid=dd924297d06685a4&vjs=3"
267,483,Data Scientist,Data+scientist,"Philadelphia, PA",        Welligence Energy Analytics,/company/Welligence-Energy-Analytics/jobs/Data-Scientist-6c79b5d062d12b9d?fccid=df88635fc215a277&vjs=3
268,484,Data Analyst / Data Scientist,Data+scientist,"Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)",        Defined Clarity,/rc/clk?jk=f989ffec96ea185d&fccid=fd3bad61fc50422e&vjs=3
269,485,Data Scientist,Data+scientist,"Philadelphia, PA",        EcoMetric,/rc/clk?jk=f4ea36fcac92e505&fccid=48473265b96a3179&vjs=3
270,486,Data Scientist,Data+scientist,"Wilmington, DE",        W.R. Berkley,/rc/clk?jk=34de52becc461a0a&fccid=d38bfdd9cfc9455e&vjs=3
271,487,Data Scientist,Data+scientist,"Philadelphia, PA",        Haystack Informatics,/rc/clk?jk=361353aa75598dc8&fccid=0253a385948387dd&vjs=3
272,488,Big Data Scientist,Data+scientist,"King of Prussia, PA",        NTT DATA Services,/rc/clk?jk=71390af834212bd7&fccid=ac38a400acc8fe73&vjs=3
273,489,Data Scientist - IS&T,Data+scientist,"Philadelphia, PA 19107 (City Center East area)",        130 S. 9th Street,/rc/clk?jk=9e8785705ed60b0e&fccid=cce48ad42816872f&vjs=3
274,490,Safety Data Associate,Data+scientist,"Philadelphia, PA",        United BioSource Corporation (UBC),/rc/clk?jk=63b1373269326ad1&fccid=a10daa1f8b5ac120&vjs=3
275,491,Data Scientist I,Data+scientist,"Philadelphia, PA",        Black Knight Financial Services,/rc/clk?jk=4097e78b69b4e4cd&fccid=2f0b2b4a5c0af84d&vjs=3
276,498,"Data Scientist - Conshohocken, PA",Data+scientist,"Conshohocken, PA",        RS Energy Group,/rc/clk?jk=8cbe943b665bff4c&fccid=b5f5a475a9aae6da&vjs=3
277,499,Data Scientist - Risk Analyst,Data+scientist,"Wilmington, DE",        Paypal,/rc/clk?jk=97720c9cfebdc64e&fccid=978d9fd9799d55a8&vjs=3
278,500,Data Scientist,Data+scientist,"Philadelphia, PA",        AmeriHealth Caritas,/rc/clk?jk=bbabea5c0bff3527&fccid=289e75237f4c1edd&vjs=3
279,501,Lead Data Scientist,Data+scientist,"Philadelphia, PA",        Red Spark,/rc/clk?jk=0cf925b7053c5980&fccid=d9fe66050a0f01f1&vjs=3
280,502,Data Scientist I,Data+scientist,"Philadelphia, PA",        Black Knight,/rc/clk?jk=90aec9f06b65bc8f&fccid=87a96713f062f207&vjs=3
281,503,Assistant Scientist,Data+scientist,"Philadelphia, PA",        Temple University,/rc/clk?jk=87a1a22340066bf1&fccid=817c6e20b3f87796&vjs=3
282,504,"VP, Data Scientist",Data+scientist,"Philadelphia, PA",        Radian Group Inc.,/rc/clk?jk=aa94ccbad729cc16&fccid=49bacaf9ea5daa22&vjs=3
283,505,Data Scientist,Data+scientist,"Kulpsville, PA","        Greene, Tweed & Co.",/rc/clk?jk=1314c85b33d728a3&fccid=fbd0e7074f877c2f&vjs=3
284,506,Data Scientist,Data+scientist,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",        Life Cycle Engineering,/rc/clk?jk=73e699551df5af7a&fccid=7d2f6a05ef16a6ad&vjs=3
285,507,Inter. Rep. Data Mgmt. Quant. Analysis,Data+scientist,"Wilmington, DE",        BNY Mellon,/company/BNY-Mellon/jobs/Inter-Representative-Data-Management-Quant-Analysis-24d81648d9bac99b?fccid=b4048be2884af072&vjs=3
286,513,Data Scientist,Data+scientist,"Bala-Cynwyd, PA 19004",        Susquehanna International Group,/rc/clk?jk=85d3cad658d30a1f&fccid=4cd66e5617f038d8&vjs=3
287,514,"Associate, Data Scientist",Data+scientist,"Philadelphia, PA 19019 (Somerton area)",        KPMG,/rc/clk?jk=4d90c32dc4a4a20f&fccid=2dd390c3a48a7ed0&vjs=3
288,515,"Data Scientist (Machine Learning, Hadoop)",Data+scientist,"Plymouth Meeting, PA",        Jobspring Partners,/rc/clk?jk=ec38a549a09f2bb1&fccid=4a2d2fbadf14d480&vjs=3
289,516,"Data Scientist (Python, R)",Data+scientist,"Philadelphia, PA",        Workbridge Associates,/rc/clk?jk=6eb4c118c8e89495&fccid=a6920e0a635e5c4e&vjs=3
